3990,10,0,
3989,11,0,
3989,8,3,
3989,6,5,
3989,6,5,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3989,5,6,
3988,5,7,
3987,6,7,
3983,6,11,
3980,8,12,
3971,13,16,
3962,14,24,
3955,13,32,
3948,17,35,
3938,21,41,
3927,24,49,
3912,25,63,
3887,32,81,
3865,35,100,
3840,37,123,
3812,45,143,
3768,63,169,
3719,77,204,
3663,86,251,
3614,102,284,
3545,111,344,
3487,115,398,
3399,136,465,
3313,147,540,
3223,163,614,
3127,174,699,
3021,188,791,
2905,202,893,
2797,209,994,
2688,204,1108,
2581,213,1206,
2481,211,1308,
2374,210,1416,
2283,199,1518,
2196,185,1619,
2113,165,1722,
2032,163,1805,
1974,143,1883,
1926,117,1957,
1878,107,2015,
1843,94,2063,
1811,75,2114,
1789,65,2146,
1763,53,2184,
1745,48,2207,
1733,28,2239,
1725,20,2255,
1713,25,2262,
1701,31,2268,
1689,28,2283,
1680,23,2297,
1671,22,2307,
1665,18,2317,
1659,11,2330,
1657,9,2334,
1655,4,2341,
1654,5,2341,
1654,3,2343,
1654,2,2344,
1654,1,2345,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
1654,0,2346,
