3990,10,0,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3791,9,1,
3790,9,2,
3788,10,3,
3787,11,3,
3786,10,5,
3785,10,6,
3778,15,8,
3775,16,10,
3769,18,14,
3762,19,20,
3753,23,25,
3741,24,36,
3728,31,42,
3714,33,54,
3697,43,61,
3661,57,83,
3622,77,102,
3570,99,132,
3509,112,180,
3434,146,221,
3344,167,290,
3233,204,364,
3116,228,457,
2983,258,560,
2857,273,671,
2713,292,796,
2561,309,931,
2399,320,1082,
2232,343,1226,
2080,346,1375,
1937,334,1530,
1821,315,1665,
1713,289,1799,
1628,246,1927,
1555,212,2034,
1478,200,2123,
1429,151,2221,
1394,117,2290,
1360,98,2343,
1338,83,2380,
1316,67,2418,
1300,55,2446,
1284,46,2471,
1277,33,2491,
1270,30,2501,
1262,24,2515,
1260,16,2525,
1256,16,2529,
1251,12,2538,
1250,9,2542,
1249,5,2547,
1249,3,2549,
1248,3,2550,
1247,2,2552,
1245,4,2552,
1243,4,2554,
1240,6,2555,
1239,5,2557,
1236,6,2559,
1233,6,2562,
1229,5,2567,
1229,3,2569,
1229,3,2569,
1229,1,2571,
1229,1,2571,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
1229,0,2572,
