3990,10,0,
3990,10,0,
3988,11,1,
3988,9,3,
3988,9,3,
3988,9,3,
3988,9,3,
3988,6,6,
3988,6,6,
3988,6,6,
3988,6,6,
3988,6,6,
3988,5,7,
3988,5,7,
3988,5,7,
3988,3,9,
3988,3,9,
3988,3,9,
3988,3,9,
3988,2,10,
3988,2,10,
3988,2,10,
3988,2,10,
3988,1,11,
3988,1,11,
3988,1,11,
3988,1,11,
3988,1,11,
3988,1,11,
3987,2,11,
3986,2,12,
3983,5,12,
3980,4,16,
3977,6,17,
3969,10,21,
3963,13,24,
3957,14,29,
3949,16,35,
3936,24,40,
3918,29,53,
3899,32,69,
3875,38,87,
3851,47,102,
3822,55,123,
3777,71,152,
3713,95,192,
3656,100,244,
3587,120,293,
3510,135,355,
3428,143,429,
3328,163,509,
3215,188,597,
3102,209,689,
2978,238,784,
2855,248,897,
2726,266,1008,
2589,265,1146,
2463,256,1281,
2339,242,1419,
2243,211,1546,
2156,200,1644,
2084,173,1743,
2004,166,1830,
1941,142,1917,
1881,130,1989,
1847,93,2060,
1815,80,2105,
1779,74,2147,
1759,61,2180,
1744,41,2215,
1730,35,2235,
1720,27,2253,
1715,19,2266,
1708,14,2278,
1700,17,2283,
1694,13,2293,
1690,11,2299,
1690,7,2303,
1689,5,2306,
1688,4,2308,
1688,4,2308,
1688,2,2310,
1686,3,2311,
1685,4,2311,
1685,2,2313,
1684,2,2314,
1683,3,2314,
1683,2,2315,
1681,3,2316,
1680,1,2319,
1680,1,2319,
1679,1,2320,
1678,1,2321,
1678,1,2321,
1678,1,2321,
1678,0,2322,
1678,0,2322,
1678,0,2322,
1678,0,2322,
1678,0,2322,
1678,0,2322,
